,song,placement,date,year,Percent Whole,hover
2942,Evil Ways,0.5,01-10-1996,1996,50.0,50.0% into Show
2943,Evil Ways,0.6190476190476191,03-10-1996,1996,61.9,61.9% into Show
2944,Evil Ways,0.9130434782608695,04-10-1996,1996,91.3,91.3% into Show
2945,Evil Ways,0.4090909090909091,05-10-1996,1996,40.91,40.91% into Show
2946,Evil Ways,0.5217391304347826,08-10-1996,1996,52.17,52.17% into Show
2947,Evil Ways,0.631578947368421,09-10-1996,1996,63.16,63.16% into Show
2948,Evil Ways,0.6666666666666666,11-10-1996,1996,66.67,66.67% into Show
2949,Evil Ways,0.6818181818181818,12-10-1996,1996,68.18,68.18% into Show
2950,Evil Ways,0.55,15-10-1996,1996,55.0,55.0% into Show
2951,Evil Ways,0.6842105263157895,16-10-1996,1996,68.42,68.42% into Show
2952,Evil Ways,0.65,17-10-1996,1996,65.0,65.0% into Show
2953,Evil Ways,0.68,27-12-1996,1996,68.0,68.0% into Show
2954,Evil Ways,0.8333333333333334,29-12-1996,1996,83.33,83.33% into Show
2955,Evil Ways,0.75,30-12-1996,1996,75.0,75.0% into Show
2956,Evil Ways,0.782608695652174,31-12-1996,1996,78.26,78.26% into Show
2957,Evil Ways,0.7777777777777778,25-04-1997,1997,77.78,77.78% into Show
2958,Evil Ways,0.8823529411764706,26-04-1997,1997,88.24,88.24% into Show
2959,Evil Ways,0.75,30-04-1997,1997,75.0,75.0% into Show
2960,Evil Ways,0.7142857142857143,02-05-1997,1997,71.43,71.43% into Show
2961,Evil Ways,0.7894736842105263,03-05-1997,1997,78.95,78.95% into Show
2962,Evil Ways,0.6666666666666666,04-05-1997,1997,66.67,66.67% into Show
2963,Evil Ways,0.7647058823529411,05-05-1997,1997,76.47,76.47% into Show
2964,Evil Ways,0.7647058823529411,07-05-1997,1997,76.47,76.47% into Show
2965,Evil Ways,0.7647058823529411,08-05-1997,1997,76.47,76.47% into Show
2966,Evil Ways,0.6666666666666666,11-05-1997,1997,66.67,66.67% into Show
2967,Evil Ways,0.6875,17-05-1997,1997,68.75,68.75% into Show
2968,Evil Ways,0.7647058823529411,22-06-1997,1997,76.47,76.47% into Show
2969,Evil Ways,0.8823529411764706,24-06-1997,1997,88.24,88.24% into Show
2970,Evil Ways,0.7647058823529411,25-06-1997,1997,76.47,76.47% into Show
2971,Evil Ways,0.7333333333333333,27-06-1997,1997,73.33,73.33% into Show
2972,Evil Ways,0.7333333333333333,28-06-1997,1997,73.33,73.33% into Show
2973,Evil Ways,0.8,30-06-1997,1997,80.0,80.0% into Show
2974,Evil Ways,0.7333333333333333,02-07-1997,1997,73.33,73.33% into Show
2975,Evil Ways,0.8666666666666667,03-07-1997,1997,86.67,86.67% into Show
2976,Evil Ways,0.8333333333333334,04-07-1997,1997,83.33,83.33% into Show
2977,Evil Ways,0.8333333333333334,05-07-1997,1997,83.33,83.33% into Show
2978,Evil Ways,0.8,07-07-1997,1997,80.0,80.0% into Show
2979,Evil Ways,0.7333333333333333,08-07-1997,1997,73.33,73.33% into Show
2980,Evil Ways,0.6666666666666666,10-07-1997,1997,66.67,66.67% into Show
2981,Evil Ways,0.7692307692307693,11-07-1997,1997,76.92,76.92% into Show
2982,Evil Ways,0.7857142857142857,12-07-1997,1997,78.57,78.57% into Show
2983,Evil Ways,0.7692307692307693,14-07-1997,1997,76.92,76.92% into Show
2984,Evil Ways,0.8571428571428571,15-07-1997,1997,85.71,85.71% into Show
2985,Evil Ways,0.8125,19-07-1997,1997,81.25,81.25% into Show
2986,Evil Ways,0.8888888888888888,20-07-1997,1997,88.89,88.89% into Show
2987,Evil Ways,0.8333333333333334,25-07-1997,1997,83.33,83.33% into Show
2988,Evil Ways,0.7647058823529411,26-07-1997,1997,76.47,76.47% into Show
2989,Evil Ways,0.7647058823529411,06-09-1997,1997,76.47,76.47% into Show
2990,Evil Ways,0.7333333333333333,10-09-1997,1997,73.33,73.33% into Show
2991,Evil Ways,0.5625,12-09-1997,1997,56.25,56.25% into Show
2992,Evil Ways,0.6470588235294118,13-09-1997,1997,64.71,64.71% into Show
2993,Evil Ways,0.5555555555555556,14-09-1997,1997,55.56,55.56% into Show
2994,Evil Ways,0.6153846153846154,16-09-1997,1997,61.54,61.54% into Show
2995,Evil Ways,0.6111111111111112,17-09-1997,1997,61.11,61.11% into Show
2996,Evil Ways,0.7647058823529411,19-09-1997,1997,76.47,76.47% into Show
2997,Evil Ways,0.75,20-09-1997,1997,75.0,75.0% into Show
2998,Evil Ways,0.7692307692307693,21-09-1997,1997,76.92,76.92% into Show
2999,Evil Ways,0.8,23-09-1997,1997,80.0,80.0% into Show
3000,Evil Ways,0.75,25-09-1997,1997,75.0,75.0% into Show
3001,Evil Ways,0.8333333333333334,26-09-1997,1997,83.33,83.33% into Show
3002,Evil Ways,0.5714285714285714,27-09-1997,1997,57.14,57.14% into Show
3003,Evil Ways,0.7692307692307693,28-09-1997,1997,76.92,76.92% into Show
3004,Evil Ways,0.7142857142857143,06-12-1997,1997,71.43,71.43% into Show
3005,Evil Ways,0.625,07-12-1997,1997,62.5,62.5% into Show
3006,Evil Ways,0.6875,20-12-1997,1997,68.75,68.75% into Show
3007,Evil Ways,0.8235294117647058,27-12-1997,1997,82.35,82.35% into Show
3008,Evil Ways,0.6842105263157895,31-12-1997,1997,68.42,68.42% into Show
3009,Evil Ways,0.8571428571428571,01-02-1998,1998,85.71,85.71% into Show
3010,Evil Ways,0.6666666666666666,03-02-1998,1998,66.67,66.67% into Show
3011,Evil Ways,0.7368421052631579,06-02-1998,1998,73.68,73.68% into Show
3012,Evil Ways,0.625,07-02-1998,1998,62.5,62.5% into Show
3013,Evil Ways,0.7857142857142857,08-02-1998,1998,78.57,78.57% into Show
3014,Evil Ways,0.7647058823529411,20-02-1998,1998,76.47,76.47% into Show
3015,Evil Ways,0.85,22-02-1998,1998,85.0,85.0% into Show
3016,Evil Ways,0.7692307692307693,20-06-1998,1998,76.92,76.92% into Show
3017,Evil Ways,0.8666666666666667,23-06-1998,1998,86.67,86.67% into Show
3018,Evil Ways,0.6666666666666666,24-06-1998,1998,66.67,66.67% into Show
3019,Evil Ways,0.8125,27-06-1998,1998,81.25,81.25% into Show
3020,Evil Ways,0.7692307692307693,29-06-1998,1998,76.92,76.92% into Show
3021,Evil Ways,0.7857142857142857,30-06-1998,1998,78.57,78.57% into Show
3022,Evil Ways,0.75,02-07-1998,1998,75.0,75.0% into Show
3023,Evil Ways,0.42857142857142855,04-07-1998,1998,42.86,42.86% into Show
3024,Evil Ways,0.7857142857142857,05-07-1998,1998,78.57,78.57% into Show
3025,Evil Ways,0.5555555555555556,07-07-1998,1998,55.56,55.56% into Show
3026,Evil Ways,0.5263157894736842,09-07-1998,1998,52.63,52.63% into Show
3027,Evil Ways,0.625,11-07-1998,1998,62.5,62.5% into Show
3028,Evil Ways,0.5,12-07-1998,1998,50.0,50.0% into Show
3029,Evil Ways,0.6923076923076923,13-07-1998,1998,69.23,69.23% into Show
3030,Evil Ways,0.8,30-07-1998,1998,80.0,80.0% into Show
3031,Evil Ways,0.6,31-07-1998,1998,60.0,60.0% into Show
3032,Evil Ways,0.6923076923076923,01-08-1998,1998,69.23,69.23% into Show
3033,Evil Ways,0.7647058823529411,02-08-1998,1998,76.47,76.47% into Show
3034,Evil Ways,0.7857142857142857,04-08-1998,1998,78.57,78.57% into Show
3035,Evil Ways,0.7142857142857143,06-08-1998,1998,71.43,71.43% into Show
3036,Evil Ways,0.7333333333333333,07-08-1998,1998,73.33,73.33% into Show
3037,Evil Ways,0.7058823529411765,08-08-1998,1998,70.59,70.59% into Show
3038,Evil Ways,0.7142857142857143,11-08-1998,1998,71.43,71.43% into Show
3039,Evil Ways,0.7333333333333333,13-08-1998,1998,73.33,73.33% into Show
3040,Evil Ways,0.7333333333333333,14-08-1998,1998,73.33,73.33% into Show
3041,Evil Ways,0.8125,15-08-1998,1998,81.25,81.25% into Show
3042,Evil Ways,0.8125,16-08-1998,1998,81.25,81.25% into Show
3043,Evil Ways,0.7647058823529411,18-08-1998,1998,76.47,76.47% into Show
3044,Evil Ways,0.7272727272727273,19-08-1998,1998,72.73,72.73% into Show
3045,Evil Ways,0.75,21-08-1998,1998,75.0,75.0% into Show
3046,Evil Ways,0.7857142857142857,22-08-1998,1998,78.57,78.57% into Show
3047,Evil Ways,0.5555555555555556,23-08-1998,1998,55.56,55.56% into Show
3048,Evil Ways,0.7692307692307693,25-08-1998,1998,76.92,76.92% into Show
3049,Evil Ways,0.6923076923076923,26-08-1998,1998,69.23,69.23% into Show
3050,Evil Ways,0.75,29-08-1998,1998,75.0,75.0% into Show
3051,Evil Ways,0.6666666666666666,30-09-1998,1998,66.67,66.67% into Show
3052,Evil Ways,0.8,01-10-1998,1998,80.0,80.0% into Show
3053,Evil Ways,0.8333333333333334,03-10-1998,1998,83.33,83.33% into Show
3054,Evil Ways,0.875,04-10-1998,1998,87.5,87.5% into Show
3055,Evil Ways,0.7857142857142857,06-10-1998,1998,78.57,78.57% into Show
3056,Evil Ways,0.7333333333333333,07-10-1998,1998,73.33,73.33% into Show
3057,Evil Ways,0.625,10-10-1998,1998,62.5,62.5% into Show
3058,Evil Ways,0.7142857142857143,11-10-1998,1998,71.43,71.43% into Show
3059,Evil Ways,0.75,14-10-1998,1998,75.0,75.0% into Show
3060,Evil Ways,0.7333333333333333,15-10-1998,1998,73.33,73.33% into Show
3061,Evil Ways,0.7058823529411765,16-10-1998,1998,70.59,70.59% into Show
3062,Evil Ways,0.7,17-10-1998,1998,70.0,70.0% into Show
3063,Evil Ways,0.7,19-10-1998,1998,70.0,70.0% into Show
3064,Evil Ways,0.7222222222222222,20-10-1998,1998,72.22,72.22% into Show
3065,Evil Ways,0.6666666666666666,22-10-1998,1998,66.67,66.67% into Show
3066,Evil Ways,0.7058823529411765,23-10-1998,1998,70.59,70.59% into Show
3067,Evil Ways,0.6842105263157895,24-10-1998,1998,68.42,68.42% into Show
3068,Evil Ways,0.7368421052631579,26-10-1998,1998,73.68,73.68% into Show
3069,Evil Ways,0.7777777777777778,27-10-1998,1998,77.78,77.78% into Show
3070,Evil Ways,0.6842105263157895,28-10-1998,1998,68.42,68.42% into Show
3071,Evil Ways,0.8,30-10-1998,1998,80.0,80.0% into Show
3072,Evil Ways,0.6666666666666666,12-02-1999,1999,66.67,66.67% into Show
3073,Evil Ways,0.7142857142857143,13-02-1999,1999,71.43,71.43% into Show
3074,Evil Ways,0.75,14-02-1999,1999,75.0,75.0% into Show
3075,Evil Ways,0.6521739130434783,16-04-1999,1999,65.22,65.22% into Show
3076,Evil Ways,0.6956521739130435,17-04-1999,1999,69.57,69.57% into Show
3077,Evil Ways,0.8260869565217391,18-04-1999,1999,82.61,82.61% into Show
3078,Evil Ways,0.75,22-04-1999,1999,75.0,75.0% into Show
3079,Evil Ways,0.6153846153846154,23-04-1999,1999,61.54,61.54% into Show
3080,Evil Ways,0.75,24-04-1999,1999,75.0,75.0% into Show
3081,Evil Ways,0.75,20-05-1999,1999,75.0,75.0% into Show
3082,Evil Ways,0.6666666666666666,26-05-1999,1999,66.67,66.67% into Show
3083,Evil Ways,0.7058823529411765,28-05-1999,1999,70.59,70.59% into Show
3084,Evil Ways,0.6666666666666666,29-05-1999,1999,66.67,66.67% into Show
3085,Evil Ways,0.6666666666666666,30-05-1999,1999,66.67,66.67% into Show
3086,Evil Ways,0.7333333333333333,02-06-1999,1999,73.33,73.33% into Show
3087,Evil Ways,0.75,04-06-1999,1999,75.0,75.0% into Show
3088,Evil Ways,0.8235294117647058,05-06-1999,1999,82.35,82.35% into Show
3089,Evil Ways,0.7692307692307693,06-06-1999,1999,76.92,76.92% into Show
3090,Evil Ways,0.8,08-06-1999,1999,80.0,80.0% into Show
3091,Evil Ways,0.8125,09-06-1999,1999,81.25,81.25% into Show
3092,Evil Ways,0.6666666666666666,11-06-1999,1999,66.67,66.67% into Show
3093,Evil Ways,0.7857142857142857,12-06-1999,1999,78.57,78.57% into Show
3094,Evil Ways,0.7142857142857143,13-06-1999,1999,71.43,71.43% into Show
3095,Evil Ways,0.7333333333333333,17-06-1999,1999,73.33,73.33% into Show
3096,Evil Ways,0.7333333333333333,18-06-1999,1999,73.33,73.33% into Show
3097,Evil Ways,0.7333333333333333,19-06-1999,1999,73.33,73.33% into Show
3098,Evil Ways,0.7857142857142857,20-06-1999,1999,78.57,78.57% into Show
3099,Evil Ways,0.5714285714285714,29-07-1999,1999,57.14,57.14% into Show
3100,Evil Ways,0.6666666666666666,30-07-1999,1999,66.67,66.67% into Show
3101,Evil Ways,0.6923076923076923,31-07-1999,1999,69.23,69.23% into Show
3102,Evil Ways,0.6428571428571429,01-08-1999,1999,64.29,64.29% into Show
3103,Evil Ways,0.75,03-08-1999,1999,75.0,75.0% into Show
3104,Evil Ways,0.75,05-08-1999,1999,75.0,75.0% into Show
3105,Evil Ways,0.6153846153846154,06-08-1999,1999,61.54,61.54% into Show
3106,Evil Ways,0.7272727272727273,07-08-1999,1999,72.73,72.73% into Show
3107,Evil Ways,0.6428571428571429,08-08-1999,1999,64.29,64.29% into Show
3108,Evil Ways,0.6666666666666666,11-08-1999,1999,66.67,66.67% into Show
3109,Evil Ways,0.75,12-08-1999,1999,75.0,75.0% into Show
3110,Evil Ways,0.6666666666666666,13-08-1999,1999,66.67,66.67% into Show
3111,Evil Ways,0.8181818181818182,14-08-1999,1999,81.82,81.82% into Show
3112,Evil Ways,0.7142857142857143,15-08-1999,1999,71.43,71.43% into Show
3113,Evil Ways,0.7142857142857143,17-08-1999,1999,71.43,71.43% into Show
3114,Evil Ways,0.75,18-08-1999,1999,75.0,75.0% into Show
3115,Evil Ways,0.7333333333333333,20-08-1999,1999,73.33,73.33% into Show
3116,Evil Ways,0.7272727272727273,21-08-1999,1999,72.73,72.73% into Show
3117,Evil Ways,0.7692307692307693,22-08-1999,1999,76.92,76.92% into Show
3118,Evil Ways,0.7333333333333333,24-08-1999,1999,73.33,73.33% into Show
3119,Evil Ways,0.7333333333333333,27-08-1999,1999,73.33,73.33% into Show
3120,Evil Ways,0.7333333333333333,28-08-1999,1999,73.33,73.33% into Show
3121,Evil Ways,0.7857142857142857,01-10-1999,1999,78.57,78.57% into Show
3122,Evil Ways,0.7857142857142857,02-10-1999,1999,78.57,78.57% into Show
3123,Evil Ways,0.7333333333333333,03-10-1999,1999,73.33,73.33% into Show
3124,Evil Ways,0.75,04-10-1999,1999,75.0,75.0% into Show
3125,Evil Ways,0.6842105263157895,07-10-1999,1999,68.42,68.42% into Show
3126,Evil Ways,0.7058823529411765,08-10-1999,1999,70.59,70.59% into Show
3127,Evil Ways,0.75,09-10-1999,1999,75.0,75.0% into Show
3128,Evil Ways,0.6666666666666666,10-10-1999,1999,66.67,66.67% into Show
3129,Evil Ways,0.75,12-10-1999,1999,75.0,75.0% into Show
3130,Evil Ways,0.7142857142857143,14-10-1999,1999,71.43,71.43% into Show
3131,Evil Ways,0.7333333333333333,15-10-1999,1999,73.33,73.33% into Show
3132,Evil Ways,0.7333333333333333,16-10-1999,1999,73.33,73.33% into Show
3133,Evil Ways,0.6875,17-10-1999,1999,68.75,68.75% into Show
3134,Evil Ways,0.6666666666666666,30-11-1999,1999,66.67,66.67% into Show
3135,Evil Ways,0.6666666666666666,01-12-1999,1999,66.67,66.67% into Show
3136,Evil Ways,0.7142857142857143,03-12-1999,1999,71.43,71.43% into Show
3137,Evil Ways,0.6923076923076923,04-12-1999,1999,69.23,69.23% into Show
3138,Evil Ways,0.6,07-12-1999,1999,60.0,60.0% into Show
3139,Evil Ways,0.6,10-12-1999,1999,60.0,60.0% into Show
3140,Evil Ways,0.7058823529411765,30-12-1999,1999,70.59,70.59% into Show
3141,Evil Ways,0.65,31-12-1999,1999,65.0,65.0% into Show
3142,Evil Ways,0.75,01-01-2000,2000,75.0,75.0% into Show
3143,Evil Ways,0.8333333333333334,21-01-2000,2000,83.33,83.33% into Show
3144,Evil Ways,0.7692307692307693,26-01-2000,2000,76.92,76.92% into Show
3145,Evil Ways,0.6923076923076923,29-01-2000,2000,69.23,69.23% into Show
3146,Evil Ways,0.7333333333333333,17-02-2000,2000,73.33,73.33% into Show
3147,Evil Ways,0.7058823529411765,08-04-2000,2000,70.59,70.59% into Show
3148,Evil Ways,0.7142857142857143,19-04-2000,2000,71.43,71.43% into Show
3149,Evil Ways,0.6875,22-04-2000,2000,68.75,68.75% into Show
3150,Evil Ways,0.7058823529411765,23-04-2000,2000,70.59,70.59% into Show
3151,Evil Ways,0.7647058823529411,24-04-2000,2000,76.47,76.47% into Show
3152,Evil Ways,0.75,26-04-2000,2000,75.0,75.0% into Show
3153,Evil Ways,0.6666666666666666,27-04-2000,2000,66.67,66.67% into Show
3154,Evil Ways,0.7058823529411765,28-04-2000,2000,70.59,70.59% into Show
3155,Evil Ways,0.7222222222222222,18-05-2000,2000,72.22,72.22% into Show
3156,Evil Ways,0.8125,19-05-2000,2000,81.25,81.25% into Show
3157,Evil Ways,0.7857142857142857,20-05-2000,2000,78.57,78.57% into Show
3158,Evil Ways,0.7692307692307693,22-05-2000,2000,76.92,76.92% into Show
3159,Evil Ways,0.7333333333333333,23-05-2000,2000,73.33,73.33% into Show
3160,Evil Ways,0.7333333333333333,25-05-2000,2000,73.33,73.33% into Show
3161,Evil Ways,0.7333333333333333,26-05-2000,2000,73.33,73.33% into Show
3162,Evil Ways,0.7333333333333333,27-05-2000,2000,73.33,73.33% into Show
3163,Evil Ways,0.75,29-05-2000,2000,75.0,75.0% into Show
3164,Evil Ways,0.75,30-05-2000,2000,75.0,75.0% into Show
3165,Evil Ways,0.8,31-05-2000,2000,80.0,80.0% into Show
3166,Evil Ways,0.75,02-06-2000,2000,75.0,75.0% into Show
3167,Evil Ways,0.7647058823529411,03-06-2000,2000,76.47,76.47% into Show
3168,Evil Ways,0.7333333333333333,04-06-2000,2000,73.33,73.33% into Show
3169,Evil Ways,0.75,06-06-2000,2000,75.0,75.0% into Show
3170,Evil Ways,0.7333333333333333,07-06-2000,2000,73.33,73.33% into Show
3171,Evil Ways,0.6923076923076923,08-06-2000,2000,69.23,69.23% into Show
3172,Evil Ways,0.6666666666666666,09-06-2000,2000,66.67,66.67% into Show
3173,Evil Ways,0.7333333333333333,10-06-2000,2000,73.33,73.33% into Show
3174,Evil Ways,0.75,12-06-2000,2000,75.0,75.0% into Show
3175,Evil Ways,0.6923076923076923,13-06-2000,2000,69.23,69.23% into Show
3176,Evil Ways,0.7333333333333333,14-06-2000,2000,73.33,73.33% into Show
3177,Evil Ways,0.7333333333333333,20-07-2000,2000,73.33,73.33% into Show
3178,Evil Ways,0.7142857142857143,21-07-2000,2000,71.43,71.43% into Show
3179,Evil Ways,0.6875,22-07-2000,2000,68.75,68.75% into Show
3180,Evil Ways,0.7647058823529411,23-07-2000,2000,76.47,76.47% into Show
3181,Evil Ways,0.7333333333333333,25-07-2000,2000,73.33,73.33% into Show
3182,Evil Ways,0.7333333333333333,26-07-2000,2000,73.33,73.33% into Show
3183,Evil Ways,0.7333333333333333,28-07-2000,2000,73.33,73.33% into Show
3184,Evil Ways,0.6875,29-07-2000,2000,68.75,68.75% into Show
3185,Evil Ways,0.7333333333333333,30-07-2000,2000,73.33,73.33% into Show
3186,Evil Ways,0.7333333333333333,01-08-2000,2000,73.33,73.33% into Show
3187,Evil Ways,0.7333333333333333,02-08-2000,2000,73.33,73.33% into Show
3188,Evil Ways,0.7142857142857143,04-08-2000,2000,71.43,71.43% into Show
3189,Evil Ways,0.8125,05-08-2000,2000,81.25,81.25% into Show
3190,Evil Ways,0.75,06-08-2000,2000,75.0,75.0% into Show
3191,Evil Ways,0.8,09-08-2000,2000,80.0,80.0% into Show
3192,Evil Ways,0.8125,11-08-2000,2000,81.25,81.25% into Show
3193,Evil Ways,0.7857142857142857,12-08-2000,2000,78.57,78.57% into Show
3194,Evil Ways,0.8125,13-08-2000,2000,81.25,81.25% into Show
3195,Evil Ways,0.8333333333333334,14-08-2000,2000,83.33,83.33% into Show
3196,Evil Ways,0.8235294117647058,16-08-2000,2000,82.35,82.35% into Show
3197,Evil Ways,0.8235294117647058,18-08-2000,2000,82.35,82.35% into Show
3198,Evil Ways,0.8235294117647058,19-08-2000,2000,82.35,82.35% into Show
3199,Evil Ways,0.8235294117647058,20-08-2000,2000,82.35,82.35% into Show
3200,Evil Ways,0.8125,22-08-2000,2000,81.25,81.25% into Show
3201,Evil Ways,0.7647058823529411,28-09-2000,2000,76.47,76.47% into Show
3202,Evil Ways,0.7647058823529411,30-09-2000,2000,76.47,76.47% into Show
3203,Evil Ways,0.7647058823529411,01-10-2000,2000,76.47,76.47% into Show
3204,Evil Ways,0.6875,03-10-2000,2000,68.75,68.75% into Show
3205,Evil Ways,0.7647058823529411,05-10-2000,2000,76.47,76.47% into Show
3206,Evil Ways,0.75,06-10-2000,2000,75.0,75.0% into Show
3207,Evil Ways,0.7222222222222222,07-10-2000,2000,72.22,72.22% into Show
3208,Evil Ways,0.7368421052631579,08-10-2000,2000,73.68,73.68% into Show
3209,Evil Ways,0.7222222222222222,10-10-2000,2000,72.22,72.22% into Show
3210,Evil Ways,0.7058823529411765,11-10-2000,2000,70.59,70.59% into Show
3211,Evil Ways,0.7058823529411765,13-10-2000,2000,70.59,70.59% into Show
3212,Evil Ways,0.7058823529411765,14-10-2000,2000,70.59,70.59% into Show
3213,Evil Ways,0.75,17-10-2000,2000,75.0,75.0% into Show
3214,Evil Ways,0.6875,20-10-2000,2000,68.75,68.75% into Show
3215,Evil Ways,0.8333333333333334,21-10-2000,2000,83.33,83.33% into Show
3216,Evil Ways,0.6875,22-10-2000,2000,68.75,68.75% into Show
3217,Evil Ways,0.6875,24-10-2000,2000,68.75,68.75% into Show
3218,Evil Ways,0.7222222222222222,25-10-2000,2000,72.22,72.22% into Show
3219,Evil Ways,0.8421052631578947,28-10-2000,2000,84.21,84.21% into Show
3220,Evil Ways,0.6875,15-03-2002,2002,68.75,68.75% into Show
3221,Evil Ways,0.7647058823529411,21-03-2002,2002,76.47,76.47% into Show
3222,Evil Ways,0.7333333333333333,22-03-2002,2002,73.33,73.33% into Show
3223,Evil Ways,0.75,23-03-2002,2002,75.0,75.0% into Show
3224,Evil Ways,0.7333333333333333,25-03-2002,2002,73.33,73.33% into Show
3225,Evil Ways,0.75,27-03-2002,2002,75.0,75.0% into Show
3226,Evil Ways,0.75,29-03-2002,2002,75.0,75.0% into Show
3227,Evil Ways,0.7333333333333333,30-03-2002,2002,73.33,73.33% into Show
3228,Evil Ways,0.7647058823529411,01-04-2002,2002,76.47,76.47% into Show
3229,Evil Ways,0.75,16-05-2002,2002,75.0,75.0% into Show
3230,Evil Ways,0.6923076923076923,17-05-2002,2002,69.23,69.23% into Show
3231,Evil Ways,0.7692307692307693,18-05-2002,2002,76.92,76.92% into Show
3232,Evil Ways,0.7647058823529411,20-05-2002,2002,76.47,76.47% into Show
3233,Evil Ways,0.7142857142857143,21-05-2002,2002,71.43,71.43% into Show
3234,Evil Ways,0.6470588235294118,24-05-2002,2002,64.71,64.71% into Show
3235,Evil Ways,0.75,26-05-2002,2002,75.0,75.0% into Show
3236,Evil Ways,0.8125,30-05-2002,2002,81.25,81.25% into Show
3237,Evil Ways,0.8,02-06-2002,2002,80.0,80.0% into Show
3238,Evil Ways,0.8235294117647058,04-06-2002,2002,82.35,82.35% into Show
3239,Evil Ways,0.7857142857142857,07-06-2002,2002,78.57,78.57% into Show
3240,Evil Ways,0.7857142857142857,09-06-2002,2002,78.57,78.57% into Show
3241,Evil Ways,0.8333333333333334,12-06-2002,2002,83.33,83.33% into Show
3242,Evil Ways,0.85,14-06-2002,2002,85.0,85.0% into Show
3243,Evil Ways,0.8125,15-06-2002,2002,81.25,81.25% into Show
3244,Evil Ways,0.7692307692307693,16-06-2002,2002,76.92,76.92% into Show
3245,Evil Ways,0.8,31-07-2002,2002,80.0,80.0% into Show
3246,Evil Ways,0.7142857142857143,04-08-2002,2002,71.43,71.43% into Show
3247,Evil Ways,0.7857142857142857,06-08-2002,2002,78.57,78.57% into Show
3248,Evil Ways,0.7857142857142857,07-08-2002,2002,78.57,78.57% into Show
3249,Evil Ways,0.7857142857142857,09-08-2002,2002,78.57,78.57% into Show
3250,Evil Ways,0.8235294117647058,11-08-2002,2002,82.35,82.35% into Show
3251,Evil Ways,0.8,17-08-2002,2002,80.0,80.0% into Show
3252,Evil Ways,0.35714285714285715,21-08-2002,2002,35.71,35.71% into Show
3253,Evil Ways,0.6666666666666666,23-08-2002,2002,66.67,66.67% into Show
3254,Evil Ways,0.6428571428571429,24-08-2002,2002,64.29,64.29% into Show
3255,Evil Ways,0.5333333333333333,25-08-2002,2002,53.33,53.33% into Show
3256,Evil Ways,0.8125,02-10-2002,2002,81.25,81.25% into Show
3257,Evil Ways,0.8235294117647058,05-10-2002,2002,82.35,82.35% into Show
3258,Evil Ways,0.8125,09-10-2002,2002,81.25,81.25% into Show
3259,Evil Ways,0.8666666666666667,12-10-2002,2002,86.67,86.67% into Show
3260,Evil Ways,0.07692307692307693,18-10-2002,2002,7.69,7.69% into Show
3261,Evil Ways,0.6666666666666666,03-12-2002,2002,66.67,66.67% into Show
3262,Evil Ways,0.5,11-12-2002,2002,50.0,50.0% into Show
3263,Evil Ways,0.7692307692307693,09-02-2003,2003,76.92,76.92% into Show
3264,Evil Ways,0.7222222222222222,12-02-2003,2003,72.22,72.22% into Show
3265,Evil Ways,0.631578947368421,14-02-2003,2003,63.16,63.16% into Show
3266,Evil Ways,0.7058823529411765,15-02-2003,2003,70.59,70.59% into Show
3267,Evil Ways,0.7894736842105263,16-02-2003,2003,78.95,78.95% into Show
3268,Evil Ways,0.7222222222222222,18-02-2003,2003,72.22,72.22% into Show
3269,Evil Ways,0.7777777777777778,19-02-2003,2003,77.78,77.78% into Show
3270,Evil Ways,0.7777777777777778,21-02-2003,2003,77.78,77.78% into Show
3271,Evil Ways,0.6842105263157895,21-03-2003,2003,68.42,68.42% into Show
3272,Evil Ways,0.8125,22-03-2003,2003,81.25,81.25% into Show
3273,Evil Ways,0.7647058823529411,27-03-2003,2003,76.47,76.47% into Show
3274,Evil Ways,0.8235294117647058,28-03-2003,2003,82.35,82.35% into Show
3275,Evil Ways,0.8333333333333334,30-03-2003,2003,83.33,83.33% into Show
3276,Evil Ways,0.8125,02-04-2003,2003,81.25,81.25% into Show
3277,Evil Ways,0.4,05-04-2003,2003,40.0,40.0% into Show
3278,Evil Ways,0.5882352941176471,06-04-2003,2003,58.82,58.82% into Show
3279,Evil Ways,0.6875,13-06-2003,2003,68.75,68.75% into Show
3280,Evil Ways,0.7222222222222222,14-06-2003,2003,72.22,72.22% into Show
3281,Evil Ways,0.8235294117647058,15-06-2003,2003,82.35,82.35% into Show
3282,Evil Ways,0.7142857142857143,20-06-2003,2003,71.43,71.43% into Show
3283,Evil Ways,0.5,21-06-2003,2003,50.0,50.0% into Show
3284,Evil Ways,0.8235294117647058,22-06-2003,2003,82.35,82.35% into Show
3285,Evil Ways,0.8125,24-06-2003,2003,81.25,81.25% into Show
3286,Evil Ways,0.6875,25-06-2003,2003,68.75,68.75% into Show
3287,Evil Ways,0.8235294117647058,27-06-2003,2003,82.35,82.35% into Show
3288,Evil Ways,0.8235294117647058,28-06-2003,2003,82.35,82.35% into Show
3289,Evil Ways,0.5,29-06-2003,2003,50.0,50.0% into Show
3290,Evil Ways,0.7857142857142857,01-07-2003,2003,78.57,78.57% into Show
3291,Evil Ways,0.8235294117647058,02-07-2003,2003,82.35,82.35% into Show
3292,Evil Ways,0.6470588235294118,04-07-2003,2003,64.71,64.71% into Show
3293,Evil Ways,0.8235294117647058,05-07-2003,2003,82.35,82.35% into Show
